1431367306252,45590857182498,559.0
1431367307234,45591562146750,560.0
1431367307238,45592015332785,561.0
1431367307242,45592367810812,562.0
1431367308243,45592820996847,563.0
1431367308243,45593173474875,564.0
1431367309252,45593576306906,565.0
1431367309252,45593928784933,566.0
1431367309252,45594381970969,567.0
1431367310248,45594684094992,568.0
1431367310251,45595137281027,569.0
1431367311232,45595489759055,570.0
1431367311235,45595942945090,571.0
1431367311238,45596295423117,572.0
1431367312246,45596748609152,573.0
1431367312247,45597101087180,574.0
1431367313254,45597554273215,575.0
1431367313254,45597906751242,576.0
1431367313254,45598359937277,577.0
1431367314257,45598712415305,578.0
1431367314257,45599215955344,579.0
1431367315233,45599568433371,580.0
1431367315237,45600021619406,581.0
1431367315237,45600374097433,582.0
1431367316237,45600827283469,583.0
1431367316241,45601179761496,584.0
1431367317250,45601632932046,585.0
1431367317251,45602035764077,586.0
1431367318276,45602488950112,587.0
1431367318277,45602791074136,588.0
1431367318277,45603294614175,589.0
1431367319258,45603596738198,590.0
1431367319258,45604100278237,591.0
1431367320236,45604452756265,592.0
1431367320240,45604905942300,593.0
1431367320242,45605258420327,594.0
1431367321252,45605761960366,595.0
1431367321252,45606114438394,596.0
1431367322246,45606567624429,597.0
1431367322250,45606920102456,598.0
1431367322252,45607373288491,599.0
1431367323241,45607725766519,600.0
1431367323241,45608229306558,601.0
1431367324238,45608581784585,602.0
1431367324245,45609034970620,603.0
1431367324245,45609387448648,604.0
1431367325243,45609840634683,605.0
1431367325245,45610193112710,606.0
1431367326248,45610646298745,607.0
1431367326251,45610998776773,608.0
1431367326253,45611451962808,609.0
1431367327234,45611804462787,610.0
1431367327239,45612257648822,611.0
1431367328246,45612610126850,612.0
1431367328246,45613113666889,613.0
1431367328246,45613466144916,614.0
1431367329244,45613919330951,615.0
1431367329247,45614271808979,616.0
1431367330249,45614724995014,617.0
1431367330252,45615127827045,618.0
1431367331244,45615581013080,619.0
1431367331245,45615883137104,620.0
1431367331245,45616386677143,621.0
1431367332242,45616688801166,622.0
1431367332244,45617141987201,623.0
1431367333247,45617494465229,624.0
1431367333247,45617947651264,625.0
1431367333247,45618249775287,626.0
1431367334246,45618652607318,627.0
1431367334246,45619055439350,628.0
1431367335232,45619458271381,629.0
1431367335232,45619911457416,630.0
1431367335232,45620263935443,631.0
1431367336238,45620666767475,632.0
1431367336238,45621119953510,633.0
1431367337243,45621472416975,634.0
1431367337243,45621875249006,635.0
1431367337243,45622278081038,636.0
1431367338230,45622731267073,637.0
1431367338230,45623083745100,638.0
1431367339234,45623436223127,639.0
1431367339234,45623839055159,640.0
1431367339234,45624241887190,641.0
1431367340251,45624644719221,642.0
1431367340252,45625047551252,643.0
1431367341249,45625500737288,644.0
1431367341249,45625853215315,645.0
1431367341249,45626306401350,646.0
1431367342232,45626658879377,647.0
1431367342232,45627112065413,648.0
1431367343237,45627514897444,649.0
1431367343237,45627917729475,650.0
1431367343237,45628270207502,651.0
1431367344243,45628673039534,652.0
1431367344243,45629126225569,653.0
1431367345249,45629478703596,654.0
1431367345251,45629881535627,655.0
1431367345254,45630334721663,656.0
1431367346238,45630737553694,657.0
1431367346239,45631140385725,658.0
1431367347241,45631492873150,659.0
1431367347244,45631895705182,660.0
1431367347246,45632348891217,661.0
1431367348248,45632751723248,662.0
1431367348250,45633154555279,663.0
1431367349234,45633557387311,664.0
1431367349237,45633909865338,665.0
1431367349237,45634363051373,666.0
1431367350239,45634715529400,667.0
1431367350240,45635118361432,668.0
1431367351244,45635521193463,669.0
1431367351245,45635873671490,670.0
1431367351247,45636326857525,671.0
1431367352249,45636628981549,672.0
1431367352251,45637132521588,673.0
1431367353232,45637434645611,674.0
1431367353236,45637938185650,675.0
1431367353238,45638240309674,676.0
1431367354240,45638693495709,677.0
1431367354242,45639045973736,678.0
1431367355243,45639448805768,679.0
1431367355247,45639801283795,680.0
1431367355250,45640254469830,681.0
1431367356250,45640606947858,682.0
1431367356255,45641009779889,683.0
1431367356255,45641462965924,684.0
1431367357235,45641815443006,685.0
1431367357238,45642268629041,686.0
1431367358240,45642671461073,687.0
1431367358242,45643023939100,688.0
1431367359245,45643527479139,689.0
1431367359249,45643779249159,690.0
1431367359249,45644232435194,691.0
