1232861846923,961.0
1233466094970,962.0
1233868927001,963.0
1234271759033,964.0
1234724945068,965.0
1235077423095,966.0
1235379547119,967.0
1235681671142,968.0
1236059326171,969.0
1236436981201,970.0
1236890167236,971.0
1237343353271,972.0
1237645477294,973.0
1238098663330,974.0
1238501495361,975.0
1238803619384,976.0
1239206451416,977.0
1245853179931,978.0
1246104949951,979.0
1246507781982,980.0
1247061676025,981.0
1247565216064,982.0
1248169464111,983.0
1248471588134,984.0
1248773712158,985.0
1249126190185,986.0
1249377960205,987.0
1249730438232,988.0
1249982208251,989.0
1250385040283,990.0
1251190704345,991.0
1251593536376,992.0
1251845306396,993.0
1252197784423,994.0
1252449554443,995.0
1252852386474,996.0
1253104156494,997.0
1253506988525,998.0
1254111236572,999.0
1254363006591,1000.0
1254765838623,1001.0
1255017608642,1002.0
1255420440673,1003.0
1255672210693,1004.0
1256075042724,1005.0
1256729644775,1006.0
1257031768798,1007.0
1257434600830,1008.0
1258340972900,1011.0
1258743804931,1012.0
1258995574951,1013.0
1259398406982,1014.0
1259700531005,1015.0
1260103363037,1016.0
1260355133056,1017.0
1261160797119,1019.0
1261513275146,1020.0
1261865753173,1021.0
1262193054199,1022.0
1262520355224,1023.0
1262822479248,1024.0
1263275665283,1025.0
1265038055419,1030.0
1265440887451,1031.0
1266045135498,1032.0
1266447967529,1033.0
