1431369887002,48172292646581,-0.0924224853515625,-0.6396484375,-0.3845672607421875
1431369887003,48172312360937,-0.5858917236328125,-0.18463134765625,-0.9250335693359375
1431369887004,48172332105810,-0.8059234619140625,0.34942626953125,-1.1108856201171875
1431369887136,48172351881201,-0.7151336669921875,0.39215087890625,-0.9154205322265625
1431369887137,48172371565038,-0.3327484130859375,0.1763916015625,-0.5341033935546875
1431369887138,48172391309911,-0.0229949951171875,-0.18890380859375,-0.2991180419921875
1431369887139,48172411024267,0.2707366943359375,-0.10345458984375,-0.3471832275390625
1431369887139,48172430769140,0.2162628173828125,0.3558349609375,-0.2158050537109375
1431369887140,48172450483495,0.4085235595703125,0.320587158203125,0.2872772216796875
1431369887141,48172470228369,0.6125335693359375,0.10589599609375,0.6579132080078125
1431369887287,48172489942724,0.8015899658203125,0.23193359375,0.6130523681640625
1431369887288,48172509657079,0.3775482177734375,0.42633056640625,0.6077117919921875
1431369887289,48172529401953,-0.5153961181640625,0.660247802734375,0.7711334228515625
1431369887290,48172549146826,-0.2985687255859375,0.564117431640625,0.6835479736328125
1431369887291,48172568891699,0.1318817138671875,-0.67169189453125,0.6290740966796875
1431369887292,48172588575536,0.3358917236328125,-1.219635009765625,0.4709930419921875
1431369887293,48172608300353,0.4192047119140625,-0.811614990234375,0.3353424072265625
1431369887294,48172628014708,-5.645751953125E-4,-0.098114013671875,0.2808685302734375
1431369887409,48172647759581,-0.4886932373046875,0.299224853515625,0.2103729248046875
1431369887410,48172667534972,-0.6510467529296875,0.14862060546875,0.1911468505859375
1431369887411,48172687218810,-0.5153961181640625,-0.2679443359375,0.2338714599609375
1431369887412,48172706963683,-0.2259368896484375,-0.31280517578125,0.2360076904296875
1431369887412,48172726678038,0.0763397216796875,0.040740966796875,0.2605743408203125
1431369887413,48172746392394,0.2792816162109375,0.474395751953125,0.4645843505859375
1431369887522,48172766106749,0.2365570068359375,0.4327392578125,0.6707305908203125
1431369887523,48172785882140,0.3305511474609375,0.057830810546875,0.7487030029296875
1431369887524,48172805565978,0.3807525634765625,-0.27862548828125,0.5788726806640625
1431369887525,48172825310851,0.2867584228515625,-0.04364013671875,0.2979583740234375
1431369887525,48172845025206,0.1874237060546875,0.2105712890625,0.2648468017578125
1431369887526,48172864770079,0.2194671630859375,0.258636474609375,0.1996917724609375
1431369887635,48172884484435,0.1511077880859375,0.100555419921875,-0.0844268798828125
1431369887636,48172904198790,-0.0304718017578125,-0.226287841796875,-0.4732208251953125
1431369887638,48172923943663,-0.4053802490234375,-0.345916748046875,-0.6419830322265625
1431369887639,48172943658019,-0.4918975830078125,-0.0286865234375,-0.4903106689453125
1431369887640,48172963402892,-0.1800079345703125,0.31097412109375,-0.2499847412109375
1431369887641,48172983117247,0.0496368408203125,0.348358154296875,-0.1848297119140625
1431369887753,48173002892638,0.1479034423828125,0.181732177734375,-0.2766876220703125
1431369887754,48173022576476,0.0955657958984375,-0.106658935546875,-0.3482513427734375
1431369887755,48173042321349,0.0464324951171875,-0.108795166015625,-0.2969818115234375
1431369887756,48173062035704,-0.0144500732421875,-0.059661865234375,-0.1303558349609375
1431369887758,48173081780577,-0.1607818603515625,-0.110931396484375,0.0127716064453125
1431369887759,48173101494933,-0.1693267822265625,-0.149383544921875,0.0127716064453125
1431369887890,48173121209288,-0.2035064697265625,-0.138702392578125,-0.1762847900390625
1431369887890,48173140954161,-0.2729339599609375,-0.294647216796875,-0.3226165771484375
1431369887891,48173160668517,-0.0400848388671875,-0.48797607421875,-0.2136688232421875
1431369887892,48173180413390,0.0891571044921875,-0.6439208984375,-0.0139312744140625
1431369887892,48173200127745,0.0709991455078125,-0.5841064453125,0.0031585693359375
1431369887893,48173219872618,-0.2505035400390625,-0.305328369140625,-0.2093963623046875
1431369887896,48173239586974,-0.4780120849609375,-0.0543212890625,-0.3354339599609375
1431369888008,48173259331847,-0.4406280517578125,-0.07354736328125,-0.2339630126953125
1431369888009,48173279046202,-0.3615875244140625,-0.224151611328125,-0.0705413818359375
1431369888010,48173298791075,-0.2878875732421875,-0.281829833984375,0.0223846435546875
