71819524139404,1427.0
71820078033447,1428.0
71820682281494,1429.0
71821286529541,1430.0
71821840423583,1431.0
71822394317626,1432.0
71822948211669,1433.0
71823552459716,1434.0
71824106353759,1435.0
71824760955810,1436.0
71825264495849,1437.0
71825919097900,1438.0
71826422637939,1439.0
71826976531982,1440.0
71827530426025,1441.0
71828084320068,1442.0
71828638214111,1443.0
71829192108154,1444.0
71829746002197,1445.0
71830299896240,1446.0
71830904144287,1447.0
71831508392333,1448.0
71832011932373,1449.0
71832666534423,1450.0
71833170074462,1451.0
71833824676513,1452.0
71834328216552,1453.0
71834932464599,1454.0
71835486358642,1455.0
71836040252685,1456.0
71836644500732,1457.0
71837248748779,1458.0
71837802642822,1459.0
71838406890869,1460.0
71838960784912,1461.0
71839565032958,1462.0
71862476104736,1502.0
71863029998779,1503.0
71863583892822,1504.0
71865295928955,1507.0
71865849822998,1508.0
71866353363037,1509.0
71874510711669,1523.0
71875165313720,1524.0
71875719207763,1525.0
71876172393798,1526.0
