1099675506591,731.0
1103200286865,732.0
1103552764892,733.0
1103905242919,734.0
1104257720947,735.0
1104761260986,736.0
1105365509033,737.0
1106020111083,738.0
1112616485595,739.0
1112918609619,740.0
1113422149658,741.0
1113724273681,742.0
1114227813720,743.0
1114529937744,744.0
1115083831787,745.0
1115385955810,746.0
1115889495849,747.0
1116241973876,748.0
1116745513916,749.0
1117047637939,750.0
1117551177978,751.0
1117853302001,752.0
1118356842041,753.0
1118709320068,754.0
1119212860107,755.0
1119514984130,756.0
1120018524169,757.0
1120371002197,758.0
1120874542236,759.0
1121176666259,760.0
1121680206298,761.0
1122032684326,762.0
1122536224365,763.0
1122888702392,764.0
1123341888427,765.0
1123694366455,766.0
1124197906494,767.0
1124550384521,768.0
1125003570556,769.0
1125356048583,770.0
1125859588623,771.0
1126212066650,772.0
1141267913818,807.0
1141620391845,808.0
1142123931884,809.0
1142476409912,810.0
1142979949951,811.0
1143332427978,812.0
1145094818115,816.0
1145598358154,817.0
1146001190185,818.0
1146454376220,819.0
1146857208251,820.0
1147360748291,821.0
1147713226318,822.0
1148216766357,823.0
1148569244384,824.0
1149022430419,825.0
1149425262451,826.0
1149878448486,827.0
1150281280517,828.0
1150734466552,829.0
1151086944580,830.0
1151590484619,831.0
1151942962646,832.0
1152446502685,833.0
1152798980712,834.0
1153302520751,835.0
1153654998779,836.0
1154208892822,837.0
1157280487060,844.0
1157884735107,845.0
1158363098144,846.0
1158841461181,847.0
1159596771240,848.0
