1431367191935,40.10924266,-88.21949719
1431367208833,40.10923117,-88.21951933
1431367210798,40.10922707,-88.21954292
1431367215799,40.10920829,-88.2195806
1431367219807,40.1091786,-88.21964466
1431367220801,40.10920083,-88.2196436
1431367221808,40.10918966,-88.21969431
1431367222808,40.10918437,-88.2197898
1431367223810,40.10921705,-88.21981498
1431367224799,40.10921781,-88.21986312
1431367225827,40.10924549,-88.21986943
1431367226828,40.10924443,-88.21991003
1431367227804,40.10923578,-88.21996554
1431367228838,40.1092276,-88.22001168
1431367229813,40.10922426,-88.22005793
1431367230805,40.10921871,-88.22010278
1431367231817,40.10921321,-88.22014968
1431367232804,40.10920762,-88.22019958
1431367233812,40.10920041,-88.22024757
1431367234800,40.10919363,-88.22029042
1431367235808,40.10918131,-88.22033331
1431367236803,40.10917068,-88.22037384
1431367237800,40.10916398,-88.22040272
1431367238809,40.10916188,-88.22043803
1431367239811,40.10916367,-88.22047853
1431367240809,40.10915475,-88.22051801
1431367241801,40.10914231,-88.22055501
1431367242806,40.1091336,-88.2205891
1431367243802,40.10913138,-88.22062882
1431367244807,40.1091271,-88.2206721
1431367245799,40.10911756,-88.22071684
1431367246806,40.10910529,-88.22075777
1431367247797,40.10909184,-88.2207986
1431367248840,40.10908145,-88.2208386
1431367249802,40.10907742,-88.22087692
1431367250805,40.10908051,-88.22091029
1431367251808,40.1090768,-88.22094585
1431367252800,40.10906265,-88.22098638
1431367253799,40.1090468,-88.22102721
1431367254832,40.10904252,-88.22106068
1431367255830,40.10904194,-88.22109354
1431367257907,40.10904551,-88.22116493
1431367258810,40.1090454,-88.22120115
1431367259797,40.10904456,-88.2212351
1431367260857,40.10903532,-88.2212684
1431367261815,40.10902091,-88.22129396
1431367263878,40.10901024,-88.2213253
1431367265862,40.10900952,-88.2213635
1431367266824,40.10902581,-88.2213923
1431367267814,40.10904265,-88.22140988
1431367269800,40.10905759,-88.22144408
1431367271806,40.10907546,-88.22148472
1431367272801,40.10909145,-88.22151787
1431367273857,40.10910734,-88.22154549
1431367274839,40.10912116,-88.22158139
1431367275796,40.10913719,-88.22160093
1431367276797,40.10915664,-88.22161236
1431367277801,40.10917515,-88.22161257
1431367281898,40.10919572,-88.22161233
1431367287796,40.10917899,-88.22162303
